Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Toyota,Innova 2.7 ZX AT 7 STR,23270,2017,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,2694 cc,164,245,RWD,4735.0,1830.0,1795.0,7.0,65.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3120,2013,64000,Petrol,Manual,Faizabad,White,First,Individual,998 cc,68,94,FWD,3515.0,1500.0,1510.0,5.0,32.0
Honda,Amaze 1.5 VX i-DTEC,12155,2019,56000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,Baleno Alpha Automatic,10075,2018,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0
Mahindra,Scorpio S4 1.99 [2016-2017],12350,2017,55000,Diesel,Manual,Patna,White,Second,Individual,1997 cc,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,7137,2018,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],8385,2021,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196 cc,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],44200,2018,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,Elite i20 Sportz 1.2 [2016-2017],8385,2019,35000,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,5-Series 520d M Sport,33800,2016,39000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,190,400,RWD,4899.0,2094.0,1464.0,5.0,65.0
Audi,A4 2.0 TDI (177bhp) Premium,17875,2011,62000,Diesel,Automatic,Chennai,White,First,Individual,1968 cc,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0
Honda,City V CVT Petrol [2017-2019],17420,2021,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Swift ZXi Plus [2018-2019],10920,2020,11000,Petrol,Manual,Bangalore,White,First,Individual,1197 cc,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,Swift DZire VXI,6825,2014,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Eeco 7 STR STD (O),8125,2022,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196 cc,72,98,RWD,3675.0,1475.0,1825.0,7.0,40.0
Hyundai,Eon Sportz,2795,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814 cc,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],7735,2019,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,A4 Premium Plus 40 TFSI,53950,2022,22000,Petrol,Automatic,Delhi,White,First,Individual,1984 cc,188,320,FWD,4762.0,1847.0,1433.0,5.0,54.0
Maruti Suzuki,Swift VDi,9750,2018,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248 cc,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0
Ford,Ecosport Titanium 1.5 Ti-VCT,7150,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499 cc,109,140,FWD,3999.0,1765.0,1708.0,5.0,52.0
Renault,Duster 110 PS RXZ 4X2 MT Diesel,5850,2016,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Jaguar,XE Prestige Diesel,35100,2018,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999 cc,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0
Mercedes-Benz,GLE 350 d,79950,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987 cc,255,620,AWD,4819.0,2141.0,1796.0,5.0,93.0
Volkswagen,Polo Comfortline 1.2L (P),7345,2014,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198 cc,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0
Maruti Suzuki,Alto VXi [2014-2019],4797,2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998 cc,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0
Toyota,Yaris V CVT,14170,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496 cc,106,140,FWD,4425.0,1730.0,1495.0,5.0,42.0
Honda,WR-V VX MT Petrol,7540,2017,39000,Petrol,Manual,Guwahati,White,First,Corporate,1199 cc,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0
BMW,X1 sDrive20d xLine,28587,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,1995 cc,184,350,RWD,4454.0,2044.0,1545.0,5.0,63.0
Mahindra,Scorpio S11 2WD 7 STR,16263,2018,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179 cc,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0
Honda,Amaze 1.2 SX i-VTEC,7020,2017,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198 cc,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,XL6 Zeta MT Petrol,16185,2021,7239,Petrol,Manual,Udupi,White,First,Individual,1462 cc,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0
BMW,3-Series 330i M Sport Edition,61737,2020,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998 cc,248,350,RWD,4633.0,1811.0,1429.0,5.0,57.0
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,4745,2014,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],55900,2020,11000,Diesel,Automatic,Pune,Blue,First,Individual,1995 cc,188,400,FWD,4526.0,1800.0,1420.0,5.0,50.0
Maruti Suzuki,Vitara Brezza VDi,10725,2019,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volkswagen,Polo GT TDI,4225,2013,76000,Diesel,Manual,Lucknow,White,First,Individual,1598 cc,103,250,FWD,3970.0,1682.0,1453.0,5.0,45.0
Tata,Tiago Revotron XM (O) [2016-2019],5200,2018,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199 cc,84,114,FWD,3746.0,1647.0,1535.0,5.0,35.0
Land Rover,Evoque HSE Dynamic,46800,2018,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999 cc,177,430,AWD,4360.0,2120.0,1635.0,5.0,57.0
Mahindra,Scorpio LX BS-IV,8723,2013,47000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0
Mercedes-Benz,GLC 220 d Progressive,44200,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143 cc,168,400,AWD,4656.0,1890.0,1639.0,5.0,66.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,10075,2017,60500,Petrol,Automatic,Surat,White,First,Individual,1197 cc,103,175,FWD,4390.0,1699.0,1467.0,5.0,55.0
Mercedes-Benz,M-Class 350 CDI,27950,2014,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987 cc,234,535,AWD,4781.0,1911.0,1774.0,5.0,95.0
MINI,Cooper D 5 Door,46670,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496 cc,114,270,FWD,3982.0,1727.0,1425.0,5.0,44.0
Toyota,Corolla Altis 1.8 G,4875,2011,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794 cc,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0
Hyundai,Verna Fluidic 1.6 VTVT SX AT,8385,2015,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Toyota,Vellfire Hybrid,149500,2022,4000,Hybrid,Automatic,Delhi,Black,First,Individual,2494 cc,115,198,AWD,4935.0,1850.0,1895.0,7.0,58.0
Maruti Suzuki,Celerio ZXi,6630,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Hyundai,Elantra 1.8 SX AT,7085,2013,63000,Petrol,Automatic,Mumbai,Silver,First,Individual,1797 cc,147,177,FWD,4530.0,1775.0,1470.0,5.0,56.0
Honda,City V,10855,2018,42855,Petrol,Manual,Pune,Brown,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,Duster 85 PS RXS 4X2 MT Diesel,12480,2018,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461 cc,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Celerio VXi [2019-2020],7020,2019,34000,Petrol,Manual,Chennai,White,First,Individual,998 cc,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0
Kia,Seltos HTK Plus 1.5 iMT,19175,2022,9500,Petrol,Manual,Delhi,White,First,Individual,1497 cc,113,144,FWD,4315.0,1800.0,1637.0,5.0,50.0
Jaguar,XJ 3.0 V6 Portfolio,46800,2014,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993 cc,271,600,RWD,5252.0,1899.0,1457.0,5.0,83.0
Hyundai,Verna 1.6 CRDI SX (O),15275,2018,97000,Diesel,Manual,Jaipur,White,First,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,6175,2014,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,Q8 Celebration,128700,2021,28000,Petrol,Automatic,Hyderabad,Silver,First,Individual,2995 cc,335,500,AWD,4986.0,1995.0,1705.0,5.0,85.0
Maruti Suzuki,Swift LXi,8450,2022,6000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0
BMW,X4 xDrive30d M Sport X [2019-2020],79300,2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993 cc,260,620,AWD,4752.0,1918.0,1621.0,5.0,68.0
Hyundai,i10 Sportz 1.2 AT Kappa2,4810,2013,41000,Petrol,Automatic,Pune,White,First,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Honda,City VX (O) MT BL,11375,2018,50000,Petrol,Manual,Patna,Silver,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,DZire VDi AMT,9035,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
Tata,Harrier XZA Plus,29575,2022,38000,Diesel,Automatic,Mumbai,Black,First,Individual,1956 cc,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0
Jeep,Compass Model S (O) 1.4 Petrol DCT,35100,2021,17000,Petrol,Automatic,Delhi,Blue,First,Individual,1368 cc,161,250,FWD,4405.0,1818.0,1640.0,5.0,60.0
Hyundai,Verna Fluidic 1.6 CRDi SX,7085,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582 cc,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0
Skoda,Rapid Style 1.6 MPI AT,14287,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598 cc,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0
Hyundai,Verna 1.6 CRDI SX,14625,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,Creta 1.6 SX Plus AT Petrol,16887,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
BMW,X6 xDrive40i M Sport,140400,2021,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998 cc,335,450,AWD,4935.0,2004.0,1696.0,5.0,83.0
Maruti Suzuki,XL6 Alpha AT Petrol,15470,2020,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462 cc,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0
Tata,Tigor XZA Plus,10335,2021,9000,Petrol,Automatic,Pune,Brown,First,Individual,1199 cc,84,113,FWD,3993.0,1677.0,1532.0,5.0,35.0
Hyundai,Verna Fluidic 1.6 CRDi SX,5980,2013,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582 cc,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,A6 35 TDI Matrix,44200,2018,51000,Diesel,Automatic,Hyderabad,Red,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,Creta E Plus 1.6 Petrol,13650,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591 cc,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,i20 Magna 1.2,5005,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197 cc,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0
Honda,City S Diesel,7605,2015,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498 cc,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0
Audi,A3 35 TDI Premium + Sunroof,21450,2014,55000,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0
Maruti Suzuki,Swift VXi [2014-2017],8125,2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],11830,2019,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462 cc,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mahindra,XUV500 W11,16575,2018,47000,Diesel,Manual,Ranchi,White,First,Individual,2179 cc,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],7605,2017,47000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mahindra,Thar CRDe 4x4 Non AC,13455,2017,79000,Diesel,Manual,Mysore,Green,First,Individual,2498 cc,105,247,AWD,3920.0,1710.0,1930.0,7.0,60.0
Hyundai,Elite i20 Asta 1.2 IVT,13975,2021,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87,115,FWD,3995.0,1775.0,1505.0,5.0,37.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],21450,2020,7000,Diesel,Manual,Ahmedabad,White,First,Individual,1493 cc,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0
Audi,A4 2.0 TDI (143bhp),20475,2014,15000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141,320,FWD,4701.0,1826.0,1427.0,5.0,63.0
BMW,X3 xDrive20d,25350,2014,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995 cc,184,380,AWD,4648.0,1881.0,1661.0,5.0,67.0
BMW,5-Series 520d Luxury Line [2017-2019],83070,2022,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Hyundai,Creta 1.4 S Plus,14040,2019,68000,Diesel,Manual,Bhopal,White,First,Individual,1396 cc,89,224,FWD,4270.0,1780.0,1630.0,5.0,60.0
Audi,Q7 45 TDI Premium Plus,71500,2017,24000,Diesel,Automatic,Gurgaon,White,First,Individual,2967 cc,245,600,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,Venue SX (O) 1.5 CRDi,14040,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493 cc,99,240,FWD,3995.0,1770.0,1605.0,5.0,45.0
Mahindra,XUV500 W6,10400,2015,25000,Diesel,Manual,Mumbai,Grey,First,Corporate,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Datsun,Go Plus T,4355,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198 cc,67,104,FWD,3995.0,1635.0,1490.0,7.0,35.0
Hyundai,Venue SX 1.0 Turbo iMT,15405,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,Elite i20 Sportz 1.2 IVT,11635,2021,25000,Petrol,Automatic,Mumbai,White,First,Individual,1197 cc,87,115,FWD,3995.0,1775.0,1505.0,5.0,37.0
Honda,Amaze 1.2 S CVT Petrol [2018-2020],8450,2019,54000,Petrol,Automatic,Varanasi,White,Second,Individual,1199 cc,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0
Maruti Suzuki,Baleno Delta 1.3,7150,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248 cc,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0
Audi,Q3 35 TDI Premium + Sunroof,21450,2016,139000,Diesel,Automatic,Jaipur,White,Second,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Skoda,Kushaq Style 1.0L TSI MT,20800,2022,1300,Petrol,Manual,Mumbai,Red,First,Individual,999 cc,114,178,FWD,4225.0,1760.0,1612.0,5.0,50.0
Hyundai,Verna 1.6 VTVT SX (O),15275,2019,20000,Petrol,Manual,Delhi,Black,First,Individual,1591 cc,121,158,FWD,4375.0,1700.0,1475.0,5.0,43.0
Mitsubishi,Pajero Select Plus AT,25935,2018,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477 cc,176,350,RWD,4695.0,1815.0,1840.0,7.0,70.0
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],7475,2016,38000,Diesel,Manual,Patna,Silver,First,Individual,1396 cc,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0
MG,Hector Sharp 2.0 Diesel Turbo MT,25675,2021,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956 cc,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],21125,2022,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493 cc,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,Swift VXi [2014-2017],9035,2019,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Toyota,Yaris J CVT [2018-2020],11375,2018,23148,Petrol,Automatic,Bangalore,Red,First,Individual,1496 cc,106,140,FWD,4425.0,1730.0,1495.0,5.0,42.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],19435,2017,28000,Petrol,Automatic,Mumbai,Grey,First,Individual,1798 cc,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0
Maruti Suzuki,Swift ZXi AMT [2018-2019],9425,2019,11874,Petrol,Automatic,Pune,White,First,Individual,1197 cc,82,113,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,Creta E Plus 1.6 Petrol,11375,2017,50000,Petrol,Manual,Mumbai,Silver,First,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
Ford,Endeavour Trend 2.2 4x2 AT,30550,2016,75000,Diesel,Automatic,Mohali,White,Second,Individual,2198 cc,158,385,RWD,4892.0,1860.0,1837.0,7.0,80.0
BMW,3-Series 320d Prestige,34970,2019,15500,Diesel,Automatic,Delhi,Blue,First,Individual,1995 cc,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0
Maruti Suzuki,Ciaz VDi+ SHVS,9035,2016,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248 cc,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0
Honda,City V,7800,2014,75574,Petrol,Manual,Jaipur,Others,Second,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Wagon R LXI CNG,4875,2015,64000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Hyundai,i10 Sportz 1.2 Kappa2,4095,2012,75000,Petrol,Manual,Pune,White,First,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Ford,Ecosport Trend 1.5 Ti-VCT,10075,2019,14095,Petrol,Manual,Delhi,White,First,Individual,1499 cc,109,140,FWD,3999.0,1765.0,1708.0,5.0,52.0
Audi,A6 35 TDI Matrix,39975,2017,17000,Diesel,Automatic,Delhi,White,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Renault,Duster 110 PS RxZ Diesel,5395,2014,70000,Diesel,Manual,Delhi,White,First,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Ertiga ZDI + SHVS,9945,2017,68000,Diesel,Manual,Delhi,Grey,First,Individual,1248 cc,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Swift VXi [2014-2017],6760,2018,40000,Petrol,Manual,Patna,Grey,Second,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Jaguar,XJ 3.0 V6 Portfolio,50700,2015,39000,Diesel,Automatic,Delhi,Black,First,Individual,2993 cc,271,600,RWD,5252.0,1899.0,1457.0,5.0,83.0
Hyundai,Creta 1.6 SX,11050,2016,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,Ertiga VDI SHVS,12610,2016,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248 cc,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Baleno Delta 1.3,7475,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248 cc,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0
Ford,Endeavour Sport 2.0 4x4 AT,50700,2021,41086,Diesel,Automatic,Pune,White,Second,Individual,1996 cc,168,420,AWD,4903.0,1869.0,1837.0,7.0,80.0
BMW,3-Series 320d Luxury Line,18135,2013,65000,Diesel,Automatic,Kolkata,Black,Second,Individual,1995 cc,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0
Skoda,Kushaq Style 1.0L TSI AT,21125,2021,7900,Petrol,Automatic,Pune,Silver,First,Individual,999 cc,114,178,FWD,4225.0,1760.0,1612.0,5.0,50.0
Kia,Sonet GTX Plus 1.5 AT [2020-2021],19487,2021,22000,Diesel,Automatic,Mumbai,Red,First,Individual,1493 cc,113,250,FWD,3995.0,1790.0,1647.0,5.0,45.0
Volkswagen,Tiguan Highline TDI,26650,2018,73000,Diesel,Automatic,Coimbatore,White,Second,Individual,1968 cc,141,340,AWD,4486.0,1839.0,1672.0,5.0,71.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],16900,2016,55000,Petrol,Automatic,Hyderabad,Grey,Second,Individual,1798 cc,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0
Skoda,Superb L&K TDI AT,41587,2019,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968 cc,174,350,FWD,4861.0,1864.0,1483.0,5.0,66.0
Maruti Suzuki,Swift LXi,5850,2017,65000,Petrol,Manual,Kanpur,Grey,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,Mobilio RS Diesel,8775,2015,48000,Diesel,Manual,Mumbai,White,First,Individual,1498 cc,99,200,FWD,4386.0,1683.0,1603.0,7.0,42.0
Maruti Suzuki,Alto 800 Lxi,3640,2018,48000,Petrol,Manual,Kanpur,Silver,Second,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Wagon R LXI ABS,5525,2018,18000,Petrol,Manual,Delhi,Grey,First,Individual,998 cc,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0
Rolls-Royce,Ghost Extended Wheelbase,260000,2011,27000,Petrol,Automatic,Delhi,Blue,Third,Individual,6592 cc,570,780,RWD,5569.0,1948.0,1550.0,5.0,82.5
Mercedes-Benz,C-Class 220 BlueEfficiency,16250,2012,78000,Diesel,Automatic,Mohali,White,First,Individual,2143 cc,170,400,RWD,4596.0,1770.0,1447.0,5.0,66.0
Hyundai,Santa Fe 2WD AT [2014-2017],15275,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199 cc,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0
Hyundai,Santro Sportz CNG [2018-2020],7085,2019,43000,CNG,Manual,Mumbai,Silver,First,Individual,1086 cc,58,84,FWD,3610.0,1645.0,1560.0,5.0,60.0
Mercedes-Benz,C-Class 220 CDI Elegance AT,6435,2008,95200,Diesel,Automatic,Mumbai,Grey,First,Corporate,2148 cc,170,410,RWD,4581.0,1770.0,1447.0,5.0,66.0
Maruti Suzuki,Swift DZire VXI,6500,2016,26000,Petrol,Manual,Delhi,White,First,Individual,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Celerio VXi AMT,5070,2015,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],7475,2019,31000,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0
Hyundai,i10 Magna 1.2 Kappa2,3250,2012,54556,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,DZire VXi,8905,2019,74000,Petrol,Manual,Pune,Blue,First,Individual,1197 cc,89,113,FWD,3995.0,1735.0,1515.0,5.0,37.0
Renault,Kwid RXT [2015-2019],4160,2016,64000,Petrol,Manual,Mohali,Silver,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,S-Cross Delta 1.6,8060,2016,85000,Diesel,Manual,Karnal,White,Second,Individual,1598 cc,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0
Maruti Suzuki,Swift VXi [2014-2017],7800,2018,54000,Petrol,Manual,Mohali,White,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Jeep,Compass Longitude (O) 1.4 Petrol AT [2019-2020],22750,2019,57000,Petrol,Automatic,Hyderabad,Silver,First,Individual,1368 cc,160,250,FWD,4395.0,1818.0,1640.0,5.0,60.0
Land Rover,Discovery Sport SE,64350,2018,38000,Diesel,Automatic,Thane,White,First,Individual,1999 cc,177,430,AWD,4600.0,2173.0,1690.0,7.0,65.0
Hyundai,Creta 1.6 SX Plus AT,13195,2015,68566,Diesel,Automatic,Ahmedabad,White,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Corolla Altis 1.8 G,5070,2009,68195,Petrol,Manual,Ahmedabad,White,First,Individual,1794 cc,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0
